Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Seasons,Delta_G,Delta_Passing_Cmp,Delta_Passing_Att,Delta_Passing_Pct,Delta_Passing_Yds,Delta_Passing_Y/A,Delta_Passing_AY/A,Delta_Passing_TD,Delta_Passing_Int,Delta_Passing_Rate,Delta_Rushing_Att,Delta_Rushing_Yds,Delta_Rushing_Avg,Delta_Rushing_TD,Rating,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Team,Round,Pick,Draftyear
Ryan Tannehill,Texas A&M,Big 12,13.0,239.5,382.5,63.3,2691.0,7.05,6.95,21.0,10.5,135.1,54.5,191.0,3.4,2.5,2,0.0,175.0,297.0,-3.3999999999999986,2106.0,0.09999999999999964,-0.09999999999999964,16.0,9.0,-3.8000000000000114,7.0,230.0,3.8,3.0,79.42857142857143,2012,Ryan Tannehill,QB,23.0,88.0,Texas A&M,76,221,4.65,,,,,,Miami Dolphins ,1.0,8.0,2012.0
Nathan Scheelhaase,Illinois,Big Ten,12.0,193.75,307.75,62.3,2142.0,6.824999999999999,6.325,13.75,9.25,127.99999999999999,153.5,516.5,3.2,4.75,4,-0.3333333333333333,44.0,55.333333333333336,2.6666666666666665,482.3333333333333,0.2333333333333331,0.13333333333333344,1.3333333333333333,1.6666666666666667,2.8999999999999964,-24.0,-199.0,-0.7666666666666667,-0.3333333333333333,,,,,,,,,,,,,,,,,,,
Pete Thomas,Colorado State,MWC,10.5,216.0,350.0,61.699999999999996,2279.25,6.5,5.75,9.0,9.0,118.975,78.75,4.0,0.07499999999999993,2.0,4,0.0,16.0,36.666666666666664,-1.5333333333333339,173.0,-0.16666666666666666,0.16666666666666666,1.0,-2.3333333333333335,-1.4333333333333325,11.0,41.0,0.5333333333333333,0.0,,,,,,,,,,,,,,,,,,,
Kolton Browning,Louisiana-Monroe,Sun Belt,11.5,237.75,394.25,60.175,2565.75,6.499999999999999,6.449999999999999,20.25,9.5,126.92500000000001,139.5,386.25,2.75,4.5,4,-0.6666666666666666,-11.333333333333334,-8.666666666666666,-1.7000000000000004,-124.33333333333333,-0.19999999999999987,0.03333333333333351,1.0,-1.3333333333333333,-1.3333333333333333,-24.333333333333332,-52.0,0.0,-0.6666666666666666,,,,,,,,,,,,,,,,,,,
Ryan Katz,Oregon State,Pac-10,12.0,213.0,355.0,60.0,2401.0,6.8,6.4,18.0,11.0,127.3,78.0,14.0,0.2,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Renfree,Duke,ACC,12.0,288.0,446.3333333333333,64.56666666666666,3045.0,6.833333333333333,6.266666666666667,15.666666666666666,12.666666666666666,127.83333333333333,49.0,-51.666666666666664,-1.0666666666666667,3.0,3,0.0,6.0,-11.5,2.9499999999999993,-9.0,0.19999999999999973,0.6000000000000001,2.5,-3.5,7.800000000000004,-6.5,-1.5,-0.2,-1.5,70.0,2013,Sean Renfree,QB,22.0,0.0,Duke,75,219,4.76,,,,,,Atlanta Falcons ,7.0,249.0,2013.0
Dominique Davis,East Carolina,CUSA,12.5,363.5,551.5,66.05,3596.0,6.5,6.15,31.0,17.5,132.75,86.0,156.5,1.8,7.0,2,-1.0,-59.0,-115.0,3.0999999999999943,-742.0,0.0,-0.7000000000000002,-12.0,3.0,-2.5,14.0,31.0,0.0,-4.0,65.0,,,,,,,,,,,,,,,,,,
Ryan Nassib,Syracuse,Big East,12.666666666666666,251.66666666666666,414.6666666666667,60.4,2922.6666666666665,7.0,7.099999999999999,22.333333333333332,9.0,132.46666666666667,71.66666666666667,47.333333333333336,0.5666666666666667,1.6666666666666667,3,0.0,46.0,56.5,3.0,707.5,0.75,0.75,3.5,1.0,9.550000000000004,9.0,90.5,1.15,0.5,71.33333333333333,2013,Ryan Nassib,QB,22.0,0.0,Syracuse,74,227,5.06,28.5,,105.0,7.34,4.53,New York Giants ,4.0,110.0,2013.0
John Brantley,Florida,SEC,12.0,172.0,284.5,60.4,2052.5,7.4,6.75,10.0,8.5,128.60000000000002,38.5,-115.5,-3.45,0.0,2,-2.0,-56.0,-89.0,-0.7999999999999972,-17.0,2.2,2.6999999999999993,2.0,-3.0,24.400000000000006,-27.0,-9.0,-2.6999999999999997,,,,,,,,,,,,,,,,,,,,
Garrett Gilbert,Texas,Big 12,11.666666666666666,287.6666666666667,483.6666666666667,59.5,3068.0,6.333333333333333,5.733333333333333,15.333333333333334,13.0,117.56666666666666,92.33333333333333,331.0,3.5666666666666664,6.333333333333333,3,-1.0,37.5,31.5,3.75,392.0,0.3999999999999999,1.15,5.5,-5.0,12.599999999999994,-8.5,-56.5,-0.2999999999999998,0.5,57.0,,,,,,,,,,,,,,,,,,
Richard Brehaut,UCLA,Pac-10,9.0,119.0,212.0,56.1,1296.0,6.1,5.2,6.0,7.0,110.2,57.0,61.0,1.1,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Heaps,Brigham Young,MWC,12.0,173.5,322.0,53.1,1865.0,5.7,5.05,11.5,9.5,106.6,37.0,-131.0,-3.5,1.0,2,-2.0,-91.0,-122.0,-8.200000000000003,-902.0,-0.5999999999999996,-1.5,-7.0,1.0,-19.200000000000003,6.0,-62.0,-1.1999999999999997,0.0,,,,,,,,,,,,,,,,,,,
Matt Schilz,Bowling Green State,MAC,11.666666666666666,234.0,400.6666666666667,58.46666666666667,2610.6666666666665,6.5,5.833333333333333,16.666666666666668,13.0,120.06666666666666,44.333333333333336,-70.66666666666667,-1.4666666666666666,1.3333333333333333,3,1.5,-0.5,18.0,-2.75,181.0,0.19999999999999973,0.5,3.0,-1.0,1.7000000000000028,-9.0,67.0,1.2999999999999998,-3.0,,,,,,,,,,,,,,,,,,,
Jerry Davis,Buffalo,MAC,10.0,142.0,298.0,47.7,1753.0,5.9,4.5,16.0,16.0,104.0,96.0,236.0,2.5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Wenning,Ball State,MAC,12.25,258.75,410.5,61.975,2850.5,6.75,6.550000000000001,23.0,10.5,131.4,47.5,82.0,1.5,3.25,4,0.3333333333333333,63.666666666666664,87.66666666666667,3.199999999999998,925.0,0.8333333333333336,1.5666666666666664,7.0,-2.3333333333333335,14.366666666666669,4.333333333333333,15.666666666666666,0.3666666666666667,1.0,64.0,,,,,,,,,,,,,,,,,,
Tanner Price,Wake Forest,ACC,12.0,206.0,362.75,56.725,2224.75,6.049999999999999,5.75,13.0,7.75,114.7,88.25,70.25,0.65,3.0,4,0.3333333333333333,23.0,45.666666666666664,-0.7666666666666657,294.6666666666667,0.10000000000000024,0.2333333333333334,2.0,0.6666666666666666,1.1333333333333353,16.0,40.0,0.1333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,
Jordan Webb,Kansas,Big 12,10.333333333333334,148.0,253.33333333333334,58.166666666666664,1504.3333333333333,5.900000000000001,5.0,9.333333333333334,9.333333333333334,112.39999999999999,64.33333333333333,-45.666666666666664,-0.6333333333333334,1.0,3,0.5,11.5,25.5,-1.1000000000000014,119.5,-0.09999999999999964,0.050000000000000266,0.5,0.0,-1.5499999999999972,2.5,-109.5,-1.75,1.0,,,,,,,,,,,,,,,,,,,
Zach Frazer,Connecticut,Big East,11.0,136.0,261.0,52.1,1425.0,5.5,4.8,5.0,6.0,99.7,29.0,14.0,0.5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Nicely,Akron,MAC,12.0,166.0,336.0,49.4,1753.0,5.2,4.1,10.0,13.0,95.3,61.0,-125.0,-2.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryn Renner,North Carolina,ACC,12.5,257.5,386.0,66.85,3221.0,8.4,8.55,27.0,10.0,155.10000000000002,59.0,-25.0,-0.45,1.0,2,-1.0,37.0,72.0,-2.8999999999999915,270.0,-0.8000000000000007,-0.09999999999999964,2.0,-6.0,-8.599999999999994,4.0,126.0,2.1,0.0,65.0,,,,,,,,,,,,,,,,,,
Terrance Owens,Toledo,MAC,12.0,190.66666666666666,299.3333333333333,64.56666666666666,2319.6666666666665,7.833333333333333,8.066666666666668,16.666666666666668,6.666666666666667,145.4,63.333333333333336,256.0,4.133333333333334,2.6666666666666665,3,0.0,12.5,44.0,-6.050000000000001,104.0,-0.9000000000000004,-1.4500000000000002,0.0,3.0,-18.599999999999994,3.5,-22.5,-0.8499999999999999,0.5,,,,,,,,,,,,,,,,,,,
Blaine Gautier,Louisiana,Sun Belt,13.0,216.0,344.0,62.8,2958.0,8.6,9.2,23.0,6.0,153.6,118.0,486.0,4.1,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.J. Manuel,Florida State,ACC,13.0,233.0,349.0,66.65,3031.5,8.7,8.7,20.5,9.0,153.64999999999998,106.5,230.5,2.2,4.0,2,2.0,60.0,76.0,2.700000000000003,731.0,0.20000000000000107,0.20000000000000107,5.0,2.0,4.900000000000006,-7.0,159.0,1.6,0.0,73.5,2013,E.J. Manuel,QB,22.0,11.0,Florida State,77,237,4.65,34.0,,118.0,7.08,4.21,Buffalo Bills ,1.0,16.0,2013.0
Keith Price,Washington,Pac-12,12.666666666666666,246.0,382.0,64.66666666666667,2919.0,7.733333333333334,7.866666666666667,24.333333333333332,10.0,145.86666666666667,69.0,28.0,0.3333333333333333,3.3333333333333335,3,-0.5,-4.5,-5.0,-0.3500000000000014,-48.5,-0.04999999999999982,0.0,-6.0,-2.5,-4.299999999999997,13.0,49.0,0.55,1.0,,,,,,,,,,,,,,,,,,,
Casey Pachall,Texas Christian,MWC,13.0,228.0,343.0,66.5,2921.0,8.5,9.1,25.0,7.0,158.0,68.0,51.0,0.8,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Nelson,Brigham Young,Ind,11.0,148.5,255.0,58.099999999999994,1864.0,7.5,7.15,16.0,10.0,136.0,87.0,294.0,3.4,1.0,2,-2.0,65.0,106.0,1.3999999999999986,294.0,-2.0,-3.3000000000000007,-6.0,6.0,-33.80000000000001,-2.0,-196.0,-2.2,0.0,,,,,,,,,,,,,,,,,,,
Tyler Wilson,Arkansas,SEC,12.0,263.0,419.5,62.650000000000006,3512.5,8.350000000000001,8.4,22.5,9.5,146.10000000000002,50.5,2.0,0.05,2.0,2,-2.0,-28.0,-37.0,-1.1000000000000014,-251.0,0.09999999999999964,-0.8000000000000007,-3.0,7.0,-4.599999999999994,-19.0,10.0,0.30000000000000004,-4.0,68.0,,,,,,,,,,,,,,,,,,
Tyler Tettleton,Ohio,MAC,13.0,241.0,383.6666666666667,62.76666666666667,3000.3333333333335,7.8,7.966666666666666,22.333333333333332,8.666666666666666,142.96666666666667,110.0,311.3333333333333,2.1999999999999997,4.666666666666667,3,-0.5,-17.5,-21.0,-1.1000000000000014,-227.5,-0.1499999999999999,-0.4500000000000002,-3.5,1.0,-5.049999999999997,-62.0,-321.0,-1.7,-5.0,,,,,,,,,,,,,,,,,,,
A.J. McCarron,Alabama,SEC,13.333333333333334,218.66666666666666,326.0,67.10000000000001,2876.6666666666665,8.799999999999999,9.633333333333335,24.666666666666668,5.0,163.26666666666668,37.666666666666664,-13.333333333333334,-0.39999999999999997,1.0,3,0.0,3.5,4.0,0.25,214.5,0.5499999999999998,0.75,6.0,1.0,9.949999999999989,2.0,0.0,0.04999999999999999,-1.0,67.6,2014,A.J. McCarron,QB,23.0,4.0,Alabama,75,220,4.94,28.0,,99.0,7.18,4.34,Cincinnati Bengals ,5.0,164.0,2014.0
Derek Carr,Fresno State,WAC,13.0,359.0,538.6666666666666,66.26666666666667,4243.666666666667,7.866666666666667,8.6,37.666666666666664,8.0,152.23333333333332,54.333333333333336,63.333333333333336,1.4000000000000001,1.6666666666666667,3,0.0,87.5,106.5,3.150000000000002,769.5,-0.10000000000000009,0.25,12.0,-0.5,5.900000000000006,-8.5,22.5,-1.3,-3.0,79.0,2014,Derek Carr,QB,22.0,76.0,Fresno State,74,214,4.69,34.5,,110.0,,4.2,Oakland Raiders ,2.0,36.0,2014.0
Brock Osweiler,Arizona State,Pac-12,13.0,326.0,516.0,63.2,4036.0,7.8,7.7,26.0,13.0,140.5,83.0,90.0,1.1,3.0,1,,,,,,,,,,,,,,,72.0,2012,Brock Osweiler,QB,21.0,15.0,Arizona State,79,242,4.83,,,,,,Denver Broncos ,2.0,57.0,2012.0
Cody Fajardo,Nevada,WAC,11.25,219.5,337.0,65.67500000000001,2414.75,7.2749999999999995,7.075,14.25,7.25,135.75,159.0,870.5,5.4,11.0,4,1.0,29.666666666666668,62.333333333333336,-3.2666666666666657,263.6666666666667,-0.5333333333333332,-0.4333333333333333,4.0,1.6666666666666667,-6.033333333333331,16.333333333333332,117.33333333333333,0.16666666666666666,0.6666666666666666,62.0,,,,,,,,,,,,,,,,,,
Tajh Boyd,Clemson,ACC,13.333333333333334,289.3333333333333,446.3333333333333,65.13333333333334,3858.3333333333335,8.700000000000001,9.033333333333333,34.333333333333336,12.0,158.49999999999997,160.66666666666666,377.3333333333333,2.3000000000000003,8.333333333333334,3,-0.5,-7.5,-43.0,4.399999999999999,11.5,0.8000000000000003,0.9500000000000002,0.5,-0.5,13.75,6.0,91.0,0.55,2.5,64.0,,,,,,,,,,,,,,,,,,
Logan Thomas,Virginia Tech,ACC,13.333333333333334,227.0,407.3333333333333,55.86666666666667,2965.3333333333335,7.266666666666667,6.7,17.333333333333332,13.0,124.83333333333333,163.0,445.6666666666667,2.733333333333333,8.0,3,-0.5,-3.5,5.5,-1.6499999999999986,-53.0,-0.25,-0.5,-2.0,1.5,-6.200000000000003,4.5,-62.5,-0.5,-3.5,66.4,2014,Logan Thomas,QB,22.0,8.0,Virginia Tech,78,248,4.61,35.5,,118.0,7.05,4.18,Arizona Cardinals ,4.0,120.0,2014.0
Nick Lamaison,UTEP,CUSA,9.5,128.0,238.0,54.0,1702.0,7.2,6.35,12.0,9.5,123.0,47.5,54.0,1.15,0.5,2,1.0,-4.0,28.0,-8.0,-32.0,-1.0,-0.7000000000000002,0.0,-1.0,-16.39999999999999,15.0,30.0,0.30000000000000004,-1.0,,,,,,,,,,,,,,,,,,,
James Franklin,Missouri,Big 12,11.0,188.5,305.0,61.349999999999994,2213.5,7.15,6.800000000000001,15.5,9.0,131.75,152.5,551.5,2.95,7.5,2,-4.0,-99.0,-142.0,-3.8999999999999986,-1303.0,-0.8999999999999995,-1.2000000000000002,-11.0,-4.0,-16.30000000000001,-129.0,-859.0,-3.1,-15.0,,,,,,,,,,,,,,,,,,,
Marshall Lobbestael,Washington State,Pac-12,11.0,208.0,341.0,61.0,2584.0,7.6,7.6,19.0,8.0,138.3,42.0,-103.0,-2.5,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.J. McDermott,SMU,CUSA,13.0,272.0,455.0,59.8,3421.0,7.5,6.7,17.0,16.0,128.2,40.0,-123.0,-3.1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Faulkner,San Jose State,WAC,11.0,274.0,422.0,64.9,3149.0,7.5,6.7,13.0,13.0,131.6,32.0,-77.0,-2.4,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Vandenberg,Iowa,Big Ten,12.5,230.0,396.5,58.0,2635.5,6.65,6.550000000000001,16.0,7.5,123.1,70.5,38.5,0.55,3.5,2,-1.0,-14.0,-15.0,-1.4000000000000057,-773.0,-1.7000000000000002,-2.7,-18.0,1.0,-30.799999999999997,-15.0,-45.0,-0.5,1.0,,,,,,,,,,,,,,,,,,,
Michael Rocco,Virginia,ACC,12.0,191.5,316.0,60.6,2294.0,7.25,6.5,13.0,11.0,128.39999999999998,37.5,49.0,1.35,1.0,2,-2.0,-61.0,-100.0,-0.20000000000000284,-754.0,-0.09999999999999964,0.0,0.0,-2.0,2.5999999999999943,-5.0,58.0,1.7000000000000002,-2.0,,,,,,,,,,,,,,,,,,,
Taylor Martinez,Nebraska,Big Ten,13.5,195.0,328.0,59.15,2480.0,7.55,7.25,18.0,10.0,134.05,191.5,946.5,4.9,9.5,2,1.0,66.0,80.0,5.700000000000003,782.0,0.5,0.6999999999999993,10.0,4.0,15.099999999999994,7.0,145.0,0.6000000000000005,1.0,,,,,,,,,,,,,,,,,,,
Teddy Bridgewater,Louisville,Big East,13.0,260.3333333333333,380.6666666666667,68.0,3272.3333333333335,8.466666666666667,8.633333333333335,24.0,8.0,154.66666666666666,75.33333333333333,56.666666666666664,0.7666666666666666,2.0,3,0.0,56.0,65.5,3.25,920.5,1.0500000000000003,2.0000000000000004,8.5,-4.0,19.349999999999994,-13.0,6.0,0.25,-1.5,77.0,2014,Teddy Bridgewater,QB,21.0,41.0,Louisville,74,214,,30.0,,113.0,7.17,4.2,Minnesota Vikings ,1.0,32.0,2014.0
Jordan Rodgers,Vanderbilt,SEC,12.5,149.5,267.5,54.95,2031.5,7.55,7.0,12.0,7.5,126.44999999999999,104.0,245.5,2.2,3.0,2,-1.0,83.0,103.0,9.899999999999999,1015.0,0.9000000000000004,2.3999999999999995,6.0,-5.0,25.299999999999997,-26.0,-349.0,-2.8,-2.0,64.0,,,,,,,,,,,,,,,,,,
Sean Mannion,Oregon State,Pac-12,11.75,296.75,459.5,64.45,3400.0,7.4,6.925000000000001,20.75,13.5,135.2,33.0,-201.0,-5.9,0.5,4,0.0,-7.666666666666667,-6.666666666666667,-0.7333333333333343,-54.666666666666664,0.0,0.3000000000000001,-0.3333333333333333,-3.3333333333333335,0.4000000000000057,5.333333333333333,-38.666666666666664,-0.16666666666666666,-1.0,59.75,2015,Sean Mannion,QB,22.0,1.0,Oregon State,78,229,5.14,31.0,,105.0,7.29,4.39,St. Louis Rams ,3.0,89.0,2015.0
Tyler Hansen,Colorado,Pac-12,13.0,231.0,412.0,56.1,2883.0,7.0,6.8,20.0,11.0,125.5,81.0,115.0,1.4,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Rees,Notre Dame,Ind,13.0,246.5,412.5,59.8,3064.0,7.45,7.1,23.5,13.5,134.4,21.0,-56.0,-3.4499999999999997,0.0,2,0.0,-45.0,3.0,-11.399999999999999,386.0,0.9000000000000004,1.3999999999999995,7.0,-1.0,2.0,-20.0,0.0,-3.3,,,,,,,,,,,,,,,,,,,,
Marqueis Gray,Minnesota,Big Ten,11.0,108.0,213.0,50.7,1495.0,7.0,6.1,8.0,8.0,114.5,199.0,966.0,4.9,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth Doege,Texas Tech,Big 12,12.5,389.0,561.0,69.35,4104.5,7.35,7.5,33.5,13.0,146.15,51.0,52.5,1.05,3.0,2,1.0,-18.0,-40.0,1.7000000000000028,201.0,0.8999999999999995,0.8000000000000007,11.0,6.0,14.5,-6.0,13.0,0.29999999999999993,-2.0,,,,,,,,,,,,,,,,,,,
Caleb Terbush,Purdue,Big Ten,13.0,171.0,277.0,61.7,1905.0,6.9,6.8,13.0,6.0,130.7,83.0,219.0,2.6,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakeem Cato,Marshall,CUSA,13.25,288.25,459.5,62.075,3519.75,7.625,7.85,32.75,11.0,144.025,76.75,209.75,2.3,3.75,4,0.3333333333333333,28.333333333333332,49.0,-0.23333333333333192,614.6666666666666,0.6333333333333332,1.0,8.333333333333334,0.6666666666666666,9.866666666666669,12.333333333333334,150.0,1.5,3.5,,,,,,,,,,,,,,,,,,,
Jonathan Perry,UAB,CUSA,12.0,174.0,300.0,58.0,2042.0,6.8,6.3,10.0,8.0,120.8,92.0,294.0,3.2,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collin Klein,Kansas State,Big 12,13.0,179.0,292.5,61.05,2279.5,7.75,7.6,14.5,7.5,137.39999999999998,262.0,1030.5,4.0,25.0,2,0.0,36.0,23.0,7.5,723.0,1.8999999999999995,1.6000000000000005,3.0,3.0,23.599999999999994,-110.0,-221.0,0.8000000000000003,-4.0,,,,,,,,,,,,,,,,,,,
Matt McGloin,Penn State,Big Ten,12.0,197.5,338.5,57.3,2421.0,7.05,7.2,16.0,5.0,128.0,41.5,-31.5,-0.7,2.5,2,0.0,145.0,215.0,6.399999999999999,1700.0,0.5,1.4000000000000004,16.0,0.0,19.39999999999999,35.0,-39.0,-0.4,,68.0,,,,,,,,,,,,,,,,,,
Gary Nova,Rutgers,Big East,11.5,172.25,311.25,54.95,2314.5,7.374999999999999,6.699999999999999,18.25,12.75,128.1,35.0,-64.0,-2.25,1.0,4,1.0,23.666666666666668,33.333333333333336,2.0333333333333337,432.6666666666667,0.6333333333333332,0.8000000000000002,3.6666666666666665,1.0,9.566666666666672,7.333333333333333,36.333333333333336,1.6333333333333335,2.0,,,,,,,,,,,,,,,,,,,
Jon Hays,Utah,Pac-12,11.0,120.0,214.0,56.1,1459.0,6.8,6.3,12.0,8.0,124.4,61.0,-79.0,-1.3,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Glennon,North Carolina State,ACC,13.0,306.5,508.5,60.5,3542.5,6.9,6.9,31.0,14.5,133.55,53.5,-137.0,-2.55,1.5,2,0.0,47.0,111.0,-4.0,977.0,0.39999999999999947,0.0,0.0,5.0,-5.700000000000017,5.0,-54.0,-0.6999999999999997,1.0,68.16666666666667,2013,Mike Glennon,QB,23.0,13.0,North Carolina State,79,225,4.94,26.5,,102.0,7.49,4.52,Tampa Bay Buccaneers ,3.0,73.0,2013.0
Derek Thompson,North Texas,Sun Belt,12.0,207.33333333333334,344.6666666666667,59.866666666666674,2428.0,7.0,6.366666666666666,13.666666666666666,11.0,125.46666666666665,51.0,98.66666666666667,1.8333333333333333,2.6666666666666665,3,1.0,47.0,59.0,3.3500000000000014,568.5,0.4500000000000002,0.20000000000000018,2.5,3.5,6.299999999999997,7.0,22.0,0.10000000000000009,0.0,,,,,,,,,,,,,,,,,,,
Brett Smith,Wyoming,MWC,11.666666666666666,250.33333333333334,404.0,61.93333333333334,2944.6666666666665,7.366666666666666,7.633333333333333,25.333333333333332,9.333333333333334,140.49999999999997,126.0,510.3333333333333,3.9666666666666663,6.666666666666667,3,-0.5,20.0,26.0,0.8500000000000014,376.5,0.4500000000000002,0.6500000000000004,4.5,0.0,7.299999999999997,-7.0,-68.5,-0.25,-3.0,,,,,,,,,,,,,,,,,,,
Johnny McEntee,Connecticut,Big East,12.0,172.0,335.0,51.3,2110.0,6.3,5.9,12.0,8.0,111.3,55.0,-148.0,-2.7,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.R. Holbrook,New Mexico,MWC,11.0,141.0,236.0,59.7,1490.0,6.3,5.3,4.0,7.0,112.4,60.0,93.0,1.6,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Rettig,Boston College,ACC,12.333333333333334,195.0,349.0,56.46666666666667,2338.3333333333335,6.8,6.3999999999999995,15.333333333333334,10.0,122.90000000000002,51.666666666666664,-60.666666666666664,-1.2999999999999998,0.6666666666666666,3,0.5,-4.0,-27.0,4.0,17.5,0.6999999999999997,0.8999999999999999,2.5,-0.5,14.099999999999994,9.5,77.5,1.5999999999999999,-1.0,,,,,,,,,,,,,,,,,,,
Logan Kilgore,Middle Tennessee State,Sun Belt,12.0,214.0,351.6666666666667,60.9,2436.3333333333335,6.966666666666666,6.566666666666666,16.666666666666668,10.333333333333334,129.1,29.666666666666668,66.0,2.4,1.3333333333333333,3,1.0,1.0,-5.0,1.0999999999999979,138.0,0.5,0.3500000000000001,-1.0,0.5,4.0,1.5,-43.0,-1.3499999999999999,0.5,,,,,,,,,,,,,,,,,,,
Chazz Anderson,Buffalo,MAC,12.0,230.0,406.0,56.7,2454.0,6.0,5.6,11.0,9.0,111.9,85.0,309.0,3.6,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Reed,Memphis,CUSA,11.0,169.0,295.0,57.3,1690.0,5.7,5.8,10.0,4.0,113.9,69.0,77.0,1.1,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Isham,Louisiana Tech,WAC,10.0,155.0,257.0,60.3,1457.0,5.7,5.1,8.0,7.0,112.8,49.0,-19.0,-0.4,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Reader,Idaho,WAC,11.0,192.0,354.0,54.2,1974.0,5.6,4.6,10.0,12.0,103.6,48.0,-18.0,-0.4,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton Moore,Akron,MAC,12.0,147.0,309.0,47.6,1655.0,5.4,4.6,9.0,9.0,96.3,91.0,132.0,1.5,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graham Wilbert,Florida Atlantic,Sun Belt,11.5,207.5,349.5,58.400000000000006,2136.5,5.95,5.15,12.5,10.5,113.1,47.5,-43.0,-1.8499999999999999,1.0,2,1.0,107.0,111.0,12.000000000000007,1355.0,1.9000000000000004,4.1,11.0,-9.0,42.8,33.0,202.0,5.5,,,,,,,,,,,,,,,,,,,,
Caleb Herring,UNLV,MWC,11.5,184.5,305.5,59.05,1861.0,5.800000000000001,5.8,16.0,5.5,119.75,106.5,232.5,2.05,3.5,2,3.0,143.0,199.0,8.300000000000004,1714.0,1.7999999999999998,3.0,16.0,-1.0,33.89999999999999,41.0,227.0,1.3000000000000003,3.0,,,,,,,,,,,,,,,,,,,
David Fales,San Jose State,WAC,12.5,319.5,469.0,68.3,4191.0,8.95,9.350000000000001,33.0,11.0,162.05,45.0,-66.0,-1.5999999999999999,1.0,2,-1.0,-15.0,36.0,-8.400000000000006,-4.0,-0.7000000000000011,-1.0999999999999996,0.0,4.0,-17.5,6.0,146.0,3.4,,64.5,2014,David Fales,QB,23.0,1.0,San Jose State,74,212,4.99,28.0,,103.0,7.55,4.5,Chicago Bears ,6.0,183.0,2014.0
Terrance Broadway,Louisiana,Sun Belt,12.666666666666666,196.0,307.6666666666667,63.666666666666664,2520.3333333333335,8.266666666666667,7.866666666666667,16.333333333333332,10.0,144.50000000000003,132.0,621.3333333333334,4.8,6.666666666666667,3,0.0,5.0,13.5,-1.1000000000000014,-276.0,-1.15,-1.2500000000000004,-2.0,0.0,-13.300000000000004,13.5,-58.0,-1.0,-3.0,,,,,,,,,,,,,,,,,,,
Connor Shaw,South Carolina,SEC,12.0,167.0,256.0,65.45,2201.5,8.6,9.399999999999999,20.5,4.0,160.5,142.5,496.5,3.45,4.5,2,2.0,26.0,56.0,-4.100000000000001,491.0,0.0,1.4000000000000004,7.0,-6.0,4.800000000000011,23.0,123.0,0.30000000000000027,3.0,65.0,2014,Connor Shaw,QB,22.0,0.0,South Carolina,72,206,4.66,34.0,,116.0,7.07,4.33,,,,
Johnny Manziel,Texas A&M,SEC,13.0,297.5,431.5,68.95,3910.0,9.05,9.4,31.5,11.0,164.10000000000002,172.5,1084.5,6.15,15.0,2,0.0,5.0,-5.0,1.9000000000000057,408.0,1.0999999999999996,1.1999999999999993,11.0,4.0,17.599999999999994,-57.0,-651.0,-1.7000000000000002,-12.0,74.0,2014,Johnny Manziel,QB,21.0,4.0,Texas A&M,72,207,4.68,31.5,,113.0,6.75,4.03,Cleveland Browns ,1.0,22.0,2014.0
