Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Seasons,Delta_G,Delta_Passing_Cmp,Delta_Passing_Att,Delta_Passing_Pct,Delta_Passing_Yds,Delta_Passing_Y/A,Delta_Passing_AY/A,Delta_Passing_TD,Delta_Passing_Int,Delta_Passing_Rate,Delta_Rushing_Att,Delta_Rushing_Yds,Delta_Rushing_Avg,Delta_Rushing_TD,Rating,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Team,Round,Pick,Draftyear
Trey Revell,Louisiana-Monroe,Sun Belt,10.0,121.0,210.0,57.6,1739.0,8.3,6.9,12.0,12.0,134.6,95.0,354.0,3.7,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Tolzien,Wisconsin,Big Ten,13.0,202.5,297.0,68.6,2582.0,8.7,8.55,16.0,8.5,154.45,42.0,-11.0,-0.45,1.0,2,0.0,-17.0,-62.0,8.600000000000009,-246.0,1.0,1.7000000000000002,0.0,-5.0,22.900000000000006,-24.0,-38.0,-1.1,-2.0,68.0,2011,Scott Tolzien,QB,23.0,3.0,Wisconsin,74,212,4.92,29.5,,116.0,6.84,4.12,,,,
Kirk Cousins,Michigan State,Big Ten,13.333333333333334,230.33333333333334,361.6666666666667,63.666666666666664,2940.3333333333335,8.166666666666666,8.1,21.333333333333332,9.666666666666666,146.13333333333333,36.0,-38.333333333333336,-0.8666666666666667,0.3333333333333333,3,0.5,34.5,45.5,1.6500000000000021,318.0,-0.14999999999999947,-0.04999999999999982,3.0,0.5,1.25,3.0,-49.5,-1.5,-1.0,77.42857142857143,2012,Kirk Cousins,QB,23.0,83.0,Michigan State,75,214,4.84,28.5,,109.0,7.05,4.5,Washington Redskins ,4.0,102.0,2012.0
Blaine Gabbert,Missouri,Big 12,13.0,281.5,460.0,61.15,3389.5,7.4,7.35,20.0,9.0,133.75,107.5,218.0,2.05,4.0,2,0.0,39.0,30.0,4.5,-407.0,-1.3999999999999995,-1.6999999999999993,-8.0,0.0,-13.5,9.0,28.0,0.10000000000000009,2.0,69.28571428571429,2011,Blaine Gabbert,QB,21.0,18.0,Missouri,76,234,4.61,33.5,,120.0,6.84,4.26,Jacksonville Jaguars ,1.0,10.0,2011.0
Martevious Young,Southern Mississippi,CUSA,10.0,132.0,230.0,57.4,1861.0,8.1,8.9,16.0,3.0,145.7,72.0,294.0,4.1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Todd,Auburn,SEC,13.0,198.0,328.0,60.4,2612.0,8.0,8.5,22.0,6.0,145.7,44.0,-116.0,-2.6,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.J. Kinne,Tulsa,CUSA,12.666666666666666,244.0,398.3333333333333,61.333333333333336,3157.3333333333335,7.900000000000001,8.066666666666668,27.0,10.666666666666666,144.76666666666665,144.66666666666666,453.0,3.1333333333333333,5.0,3,0.5,18.5,22.5,1.1999999999999993,179.0,0.0,0.04999999999999982,3.0,1.0,2.4000000000000057,-13.0,6.0,0.30000000000000004,-1.0,62.25,,,,,,,,,,,,,,,,,,
Matt Barkley,USC,Pac-10,11.75,250.25,390.5,63.8,3081.75,7.9,7.949999999999999,29.0,12.0,147.825,33.0,-28.25,-0.925,1.5,4,-0.3333333333333333,11.666666666666666,11.666666666666666,1.2333333333333343,179.33333333333334,0.2333333333333334,0.6,7.0,0.3333333333333333,8.76666666666666,-6.666666666666667,-11.333333333333334,-0.6999999999999998,-0.6666666666666666,68.33333333333333,2013,Matt Barkley,QB,22.0,5.0,USC,74,227,4.91,,,,,,Philadelphia Eagles ,4.0,98.0,2013.0
Joe Cox,Georgia,SEC,13.0,185.0,331.0,55.9,2584.0,7.8,7.2,24.0,15.0,136.3,31.0,-28.0,-0.9,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Savage,Rutgers,Big East,12.5,193.5,337.0,56.75,2584.5,7.699999999999999,7.6,17.5,8.0,133.45,67.5,-156.5,-2.25,2.0,2,1.0,89.0,104.0,8.900000000000006,747.0,-0.20000000000000018,0.0,7.0,2.0,9.5,17.0,-103.0,-0.9000000000000001,2.0,66.5,2014,Tom Savage,QB,23.0,3.0,Pittsburgh,76,228,4.97,27.0,,105.0,7.33,4.36,Houston Texans ,4.0,135.0,2014.0
Greg McElroy,Alabama,SEC,13.5,210.0,319.0,65.9,2747.5,8.6,9.149999999999999,18.5,4.5,154.75,57.0,35.5,0.65,1.0,2,-1.0,24.0,-12.0,10.000000000000007,479.0,1.7999999999999998,1.9000000000000004,3.0,1.0,28.5,6.0,-95.0,-1.7,0.0,69.0,2011,Greg McElroy,QB,22.0,1.0,Alabama,74,220,4.84,33.0,,107.0,7.11,4.45,New York Jets ,7.0,208.0,2011.0
Terrance Cain,Utah,MWC,12.0,137.0,215.0,63.7,1624.0,7.6,7.5,11.0,5.0,139.4,87.0,318.0,3.7,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryant Moniz,Hawaii,WAC,11.333333333333334,263.6666666666667,423.6666666666667,61.53333333333333,3389.6666666666665,7.833333333333333,7.900000000000001,25.0,10.0,141.20000000000002,73.33333333333333,170.66666666666666,2.3000000000000003,4.333333333333333,3,0.0,33.0,39.0,2.6999999999999993,168.5,-0.2999999999999998,0.20000000000000018,4.0,-2.5,3.8499999999999943,11.5,88.0,0.7999999999999999,3.5,,,,,,,,,,,,,,,,,,,
Grant Stucker,Colorado State,MWC,11.0,133.0,251.0,53.0,1874.0,7.5,6.3,12.0,12.0,121.9,38.0,9.0,0.2,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Van Camp,Florida Atlantic,Sun Belt,11.0,150.5,259.5,58.25,1915.5,7.4,7.45,14.5,7.5,134.6,45.0,-85.0,-1.45,1.5,2,2.0,83.0,151.0,-1.9000000000000057,1087.0,-0.20000000000000018,-1.700000000000001,5.0,11.0,-13.199999999999989,20.0,-208.0,-3.9,-3.0,,,,,,,,,,,,,,,,,,,
Brett Hodges,UCF,CUSA,12.0,197.0,329.0,59.9,2438.0,7.4,6.7,17.0,13.0,131.3,59.0,-18.0,-0.3,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Potts,Texas Tech,Big 12,12.5,339.0,510.5,66.35,3583.0,7.05,7.1,28.5,11.5,139.1,28.5,-81.0,-3.4000000000000004,2.0,2,1.0,60.0,81.0,1.2999999999999972,286.0,-0.5,0.20000000000000018,13.0,-3.0,4.0,9.0,170.0,7.0,0.0,,,,,,,,,,,,,,,,,,,
Jonathan Crompton,Tennessee,SEC,13.0,224.0,384.0,58.3,2800.0,7.3,7.2,27.0,13.0,136.0,44.0,-52.0,-1.2,1.0,1,,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,
Jordan Jefferson,LSU,SEC,12.5,150.0,252.5,59.0,1788.5,7.05,6.35,12.0,8.5,125.94999999999999,117.5,310.5,2.6,4.0,2,1.0,-64.0,-87.0,-5.0,-755.0,-0.5,-2.1000000000000005,-10.0,3.0,-22.499999999999986,11.0,279.0,2.2,6.0,,,,,,,,,,,,,,,,,,,
Spencer Keith,Kent State,MAC,12.0,183.0,329.0,55.575,2015.5,6.174999999999999,5.475,11.25,10.0,112.65,58.0,86.75,1.45,3.0,4,1.3333333333333333,5.0,13.0,-0.7000000000000005,-42.0,-0.4000000000000001,-0.39999999999999974,-0.6666666666666666,-0.3333333333333333,-4.966666666666669,10.0,37.333333333333336,0.2333333333333334,1.3333333333333333,,,,,,,,,,,,,,,,,,,
Tate Forcier,Michigan,Big Ten,12.0,165.0,281.0,58.7,2050.0,7.3,6.6,13.0,10.0,128.1,118.0,240.0,2.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett Brown,West Virginia,Big East,13.0,187.0,296.0,63.2,2144.0,7.2,6.6,11.0,9.0,130.2,117.0,466.0,4.0,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ross Jenkins,Louisiana Tech,WAC,11.5,172.0,282.0,61.05,1927.5,6.800000000000001,6.949999999999999,14.5,5.5,131.35,67.0,90.5,1.45,3.0,2,-1.0,0.0,-16.0,3.5,-335.0,-0.7999999999999998,-1.2999999999999998,-5.0,1.0,-9.100000000000009,-24.0,35.0,1.1,2.0,,,,,,,,,,,,,,,,,,,
Landry Jones,Oklahoma,Big 12,13.25,347.0,545.75,63.24999999999999,4161.5,7.575,7.65,30.75,13.0,140.82500000000002,33.0,-93.75,-3.6,0.75,4,0.0,35.333333333333336,35.333333333333336,2.6666666666666643,356.3333333333333,0.20000000000000018,0.3333333333333333,1.3333333333333333,-1.0,4.599999999999994,-7.0,1.0,-1.5666666666666667,-0.5,67.0,2013,Landry Jones,QB,23.0,4.0,Oklahoma,76,225,5.11,31.0,,115.0,7.12,4.3,Pittsburgh Steelers ,4.0,115.0,2013.0
Zach Maynard,Buffalo,MAC,11.666666666666666,209.66666666666666,360.0,58.43333333333334,2632.6666666666665,7.333333333333333,6.666666666666667,15.666666666666666,12.333333333333334,127.43333333333334,89.66666666666667,148.66666666666666,1.7000000000000002,2.6666666666666665,3,-1.0,-19.0,-41.5,1.6499999999999986,-240.0,0.20000000000000018,0.25,-3.0,-2.5,2.6500000000000057,5.5,-131.0,-1.4999999999999998,1.0,,,,,,,,,,,,,,,,,,,
Zac Lee,Nebraska,Big 12,13.0,177.0,302.0,58.6,2143.0,7.1,6.5,14.0,10.0,126.9,103.0,171.0,1.7,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrelle Pryor,Ohio State,Big Ten,13.0,188.5,309.0,60.8,2433.0,7.85,7.6499999999999995,22.5,11.0,143.4,148.5,766.5,5.199999999999999,5.5,2,0.0,43.0,28.0,8.399999999999999,678.0,1.5,2.0999999999999996,9.0,0.0,29.0,-27.0,-25.0,0.7999999999999998,-3.0,68.75,,,,,,,,,,,,,,,,,,
Dave Shinskie,Boston College,ACC,13.0,149.0,288.0,51.7,2049.0,7.1,6.0,15.0,14.0,119.0,30.0,-74.0,-2.5,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greg Paulus,Syracuse,Big East,12.0,193.0,285.0,67.7,2024.0,7.1,5.8,13.0,14.0,132.6,51.0,-12.0,-0.2,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Kafka,Northwestern,Big Ten,13.0,319.0,492.0,64.8,3430.0,7.0,6.5,16.0,12.0,129.3,150.0,295.0,2.0,8.0,1,,,,,,,,,,,,,,,70.5,2010,Mike Kafka,QB,22.0,0.0,Northwestern,75,225,4.93,32.0,,110.0,6.96,4.37,Philadelphia Eagles ,4.0,122.0,2010.0
Joey Elliott,Purdue,Big Ten,12.0,267.0,433.0,61.7,3026.0,7.0,6.7,22.0,13.0,131.1,87.0,268.0,3.1,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwight Dasher,Middle Tennessee State,Sun Belt,13.0,219.0,399.0,54.9,2789.0,7.0,6.6,23.0,14.0,125.6,224.0,1154.0,5.2,13.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Chappell,Indiana,Big Ten,12.0,285.0,455.5,62.55,3118.0,6.85,6.55,20.5,12.0,129.45,44.0,2.5,0.04999999999999999,3.0,2,0.0,34.0,55.0,-0.10000000000000142,354.0,-0.10000000000000053,0.9000000000000004,7.0,-6.0,6.099999999999994,6.0,23.0,0.5,0.0,,,,,,,,,,,,,,,,,,,
Theo Scott,Ohio,MAC,14.0,199.0,344.0,57.8,2369.0,6.9,6.6,20.0,11.0,128.5,78.0,120.0,1.5,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Parker,Clemson,ACC,13.5,200.5,355.0,56.55,2369.5,6.65,6.1,16.0,11.5,120.80000000000001,54.0,81.5,1.4000000000000001,0.5,2,-1.0,-9.0,-28.0,1.8999999999999986,-313.0,-0.2999999999999998,-0.7999999999999998,-8.0,-1.0,-7.200000000000003,-14.0,-107.0,-1.6,-1.0,,,,,,,,,,,,,,,,,,,
Kevin Prince,UCLA,Pac-10,11.0,149.5,266.0,56.25,1939.0,7.449999999999999,6.8,10.0,8.0,125.4,94.0,301.5,3.05,1.0,2,0.0,-47.0,-84.0,0.09999999999999432,-222.0,1.4999999999999991,1.5999999999999996,4.0,0.0,19.80000000000001,52.0,245.0,0.8999999999999999,0.0,,,,,,,,,,,,,,,,,,,
Nick Florence,Baylor,Big 12,11.0,225.5,365.0,61.8,3047.5,8.0,7.5,19.5,11.0,138.3,98.0,315.0,2.5999999999999996,6.5,2,4.0,121.0,198.0,-0.3999999999999986,2523.0,2.6000000000000005,3.8000000000000007,27.0,4.0,38.400000000000006,82.0,506.0,2.9999999999999996,7.0,,,,,,,,,,,,,,,,,,,
Stephen Garcia,South Carolina,SEC,13.5,231.5,390.5,59.75,2960.5,7.7,7.25,18.5,12.0,134.0,112.5,204.0,1.85,5.0,2,1.0,-15.0,-83.0,8.900000000000006,197.0,2.200000000000001,1.6999999999999993,3.0,4.0,29.39999999999999,-15.0,36.0,0.5,2.0,,,,,,,,,,,,,,,,,,,
Brian Anderson,Marshall,CUSA,12.5,224.5,391.0,57.4,2502.0,6.35,5.65,17.0,14.0,118.35,55.5,55.0,1.0999999999999999,0.5,2,-1.0,-13.0,-14.0,-1.2000000000000028,-288.0,-0.5,-0.5,6.0,2.0,-1.2999999999999972,-17.0,70.0,1.5999999999999999,-1.0,,,,,,,,,,,,,,,,,,,
Zac Dysert,Miami (OH),MAC,11.5,266.5,418.0,63.75000000000001,3003.25,7.15,6.625,18.25,12.75,131.79999999999998,115.25,166.25,1.35,3.0,4,0.3333333333333333,18.333333333333332,26.333333333333332,0.4333333333333324,290.6666666666667,0.2666666666666666,0.6333333333333334,4.333333333333333,-1.3333333333333333,5.966666666666664,-13.666666666666666,2.3333333333333335,0.2666666666666668,-1.0,68.66666666666667,,,,,,,,,,,,,,,,,,
Chris Masson,Louisiana,Sun Belt,10.5,185.0,326.5,56.2,2124.0,6.55,6.2,10.5,7.0,117.55,54.5,108.0,1.8,3.5,2,-3.0,-74.0,-93.0,-6.600000000000001,-564.0,0.09999999999999964,0.40000000000000036,1.0,-2.0,-1.5,-15.0,-168.0,-2.6,-5.0,,,,,,,,,,,,,,,,,,,
Riley Dodge,North Texas,Sun Belt,10.0,205.0,303.0,67.7,1975.0,6.5,4.9,9.0,15.0,122.3,104.0,463.0,4.5,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Hudgens,Memphis,CUSA,9.0,143.0,236.0,60.6,1544.0,6.5,6.0,7.0,6.0,120.3,16.0,-58.0,-3.6,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaughn Charlton,Temple,MAC,13.0,107.0,213.0,50.2,1390.0,6.5,5.1,10.0,11.0,110.2,31.0,-59.0,-1.9,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan La Secla,San Jose State,WAC,12.5,206.5,347.5,59.5,2393.0,6.8,5.85,13.0,13.5,121.25,62.5,-59.5,-1.05,1.0,2,1.0,49.0,87.0,-0.7999999999999972,934.0,1.0,0.8999999999999995,6.0,5.0,9.099999999999994,13.0,101.0,1.9,0.0,,,,,,,,,,,,,,,,,,,
Danny Sullivan,Arizona State,Pac-10,10.0,168.0,312.0,53.8,1939.0,6.2,5.6,10.0,9.0,110.9,28.0,-28.0,-1.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kawaun Jakes,Western Kentucky,Sun Belt,12.0,162.5,280.75,57.85,1884.5,6.675,6.025,12.75,9.5,121.72500000000001,89.5,196.25,2.05,3.5,4,0.6666666666666666,17.333333333333332,22.666666666666668,1.1333333333333304,324.0,0.6,0.8333333333333334,4.333333333333333,0.6666666666666666,9.900000000000006,-19.333333333333332,-102.66666666666667,-0.7000000000000001,-0.6666666666666666,,,,,,,,,,,,,,,,,,,
Ryan Griffin,Tulane,CUSA,10.5,209.0,349.0,60.3,2256.5,6.425000000000001,6.125,14.0,8.75,122.65,37.25,-85.5,-2.5,0.25,4,0.0,34.666666666666664,57.333333333333336,-0.4333333333333324,463.0,0.2666666666666666,0.3333333333333333,3.6666666666666665,1.6666666666666667,2.8666666666666694,1.3333333333333333,-22.666666666666668,-0.6333333333333333,-1.0,66.2,,,,,,,,,,,,,,,,,,
Nick Foles,Arizona,Pac-10,11.666666666666666,311.0,465.3333333333333,66.53333333333333,3337.0,7.1000000000000005,7.0,22.333333333333332,11.0,137.23333333333335,35.333333333333336,-96.66666666666667,-2.733333333333334,1.3333333333333333,3,0.0,63.5,75.0,2.849999999999998,924.0,0.8000000000000003,0.7999999999999998,4.5,2.5,10.199999999999996,7.5,-14.5,0.10000000000000009,-1.5,76.28571428571429,2012,Nick Foles,QB,23.0,35.0,Arizona,77,243,5.14,30.5,,112.0,,,Philadelphia Eagles ,3.0,88.0,2012.0
Austyn Carta-Samuels,Wyoming,MWC,11.333333333333334,179.33333333333334,286.3333333333333,62.800000000000004,1974.3333333333333,6.966666666666666,6.433333333333334,10.0,7.333333333333333,127.43333333333334,111.33333333333333,291.0,2.5,3.6666666666666665,3,-1.5,1.0,-22.5,5.050000000000001,157.5,1.0499999999999998,0.75,0.5,2.0,13.5,-33.5,-125.5,-0.55,1.0,,,,,,,,,,,,,,,,,,,
Nick Fanuzzi,Rice,CUSA,10.0,156.5,255.5,61.35,1639.5,6.45,5.800000000000001,11.0,8.5,123.0,51.5,6.0,0.1,0.5,2,0.0,-11.0,-29.0,2.700000000000003,83.0,1.0999999999999996,0.7999999999999998,0.0,1.0,11.600000000000009,27.0,14.0,,-1.0,,,,,,,,,,,,,,,,,,,
Larry Smith,Vanderbilt,SEC,10.0,111.5,237.0,47.05,1194.0,5.05,4.3,5.0,6.0,91.15,95.0,230.5,2.45,3.0,2,2.0,11.0,20.0,0.6999999999999957,136.0,0.09999999999999964,0.8000000000000003,2.0,-2.0,6.299999999999997,20.0,35.0,-0.10000000000000009,2.0,,,,,,,,,,,,,,,,,,,
Cam Newton,Auburn,SEC,14.0,185.0,280.0,66.1,2854.0,10.2,11.2,30.0,7.0,182.0,264.0,1473.0,5.6,20.0,1,,,,,,,,,,,,,,,86.71428571428571,2011,Cam Newton,QB,21.0,137.0,Auburn,77,248,4.56,35.0,,126.0,6.92,4.18,Carolina Panthers ,1.0,1.0,2011.0
Jeff Godfrey,UCF,CUSA,13.0,159.5,235.0,67.9,2028.5,8.649999999999999,8.149999999999999,9.0,6.5,147.4,131.5,485.5,3.6500000000000004,9.5,2,-2.0,1.0,-6.0,2.200000000000003,-261.0,-0.9000000000000004,-1.0999999999999996,-8.0,-3.0,-13.800000000000011,-41.0,-161.0,-0.10000000000000009,-1.0,,,,,,,,,,,,,,,,,,,
Aaron Murray,Georgia,SEC,13.0,230.25,369.5,62.375,3291.5,8.924999999999999,9.325,30.25,10.25,158.625,71.5,99.0,1.375,4.0,4,-0.6666666666666666,5.333333333333333,1.6666666666666667,1.2333333333333318,8.666666666666666,0.0,-0.033333333333333805,0.6666666666666666,0.3333333333333333,1.4333333333333371,-11.333333333333334,6.333333333333333,0.5333333333333335,1.0,68.5,,,,,,,,,,,,,,,,,,
Denard Robinson,Michigan,Big Ten,13.0,162.0,274.5,58.75,2371.5,8.600000000000001,7.9,19.0,13.0,144.64999999999998,238.5,1439.0,5.949999999999999,15.0,2,0.0,-40.0,-33.0,-7.5,-397.0,-0.40000000000000036,-1.0,2.0,4.0,-9.900000000000006,-35.0,-526.0,-1.2999999999999998,2.0,70.0,2013,Denard Robinson,WR,22.0,8.0,Michigan,70,199,4.43,36.5,,123.0,7.09,4.22,Jacksonville Jaguars ,5.0,135.0,2013.0
Dan Persa,Northwestern,Big Ten,10.0,220.0,299.5,73.45,2478.5,8.25,8.5,16.0,5.5,156.9,121.5,275.5,1.8,5.0,2,0.0,-4.0,-5.0,-0.09999999999999432,-205.0,-0.5,-0.8000000000000007,2.0,3.0,-4.199999999999989,-85.0,-487.0,-2.8000000000000003,-8.0,,,,,,,,,,,,,,,,,,,
Brandon Weeden,Oklahoma State,Big 12,13.0,375.5,538.0,69.65,4502.0,8.4,8.6,35.5,13.0,156.89999999999998,17.0,-85.0,-5.0,0.5,2,0.0,67.0,54.0,5.5,450.0,0.0,0.0,3.0,0.0,5.599999999999994,0.0,-34.0,-2.0,,71.8,2012,Brandon Weeden,QB,28.0,14.0,Oklahoma State,75,221,4.89,,,,,,Cleveland Browns ,1.0,22.0,2012.0
Chris Relf,Mississippi State,SEC,13.0,129.0,220.0,58.6,1789.0,8.1,8.1,13.0,6.0,141.0,194.0,713.0,3.7,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darron Thomas,Oregon,Pac-10,13.0,216.5,350.0,61.85,2821.0,8.05,8.85,31.5,8.0,154.85,74.5,346.0,4.45,4.0,2,0.0,-11.0,-22.0,0.7000000000000028,-120.0,0.09999999999999964,0.6999999999999993,3.0,-2.0,7.699999999999989,-37.0,-280.0,-1.5,-2.0,,,,,,,,,,,,,,,,,,,
Jordan Wynn,Utah,MWC,10.0,186.0,299.0,62.2,2334.0,7.8,7.4,17.0,10.0,139.9,18.0,-11.0,-0.6,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Coffman,Kansas State,Big 12,12.0,171.0,263.0,65.0,2060.0,7.8,7.7,14.0,7.0,143.1,110.0,157.0,1.4,9.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Collaros,Cincinnati,Big East,10.5,195.5,327.5,59.85,2421.0,7.35,6.949999999999999,20.5,12.0,134.65,102.5,218.0,2.25,6.0,2,-1.0,-59.0,-111.0,2.299999999999997,-962.0,-0.5,-0.7000000000000002,-11.0,-4.0,-5.699999999999989,-37.0,32.0,1.0999999999999999,4.0,,,,,,,,,,,,,,,,,,,
Jeff Tuel,Washington State,Pac-10,11.0,215.0,349.0,61.7,2433.5,6.949999999999999,6.4,13.0,10.0,126.4,94.5,44.5,-0.30000000000000004,0.5,2,-2.0,-8.0,-34.0,3.8000000000000043,-693.0,-1.2999999999999998,-1.3999999999999995,-10.0,-4.0,-13.800000000000011,-79.0,-319.0,-3.6,-1.0,64.66666666666667,,,,,,,,,,,,,,,,,,
Kyle Padron,SMU,CUSA,14.0,302.0,508.0,59.4,3828.0,7.5,7.5,31.0,14.0,137.4,104.0,244.0,2.3,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Simms,Tennessee,SEC,11.0,113.0,195.0,57.9,1460.0,7.5,7.2,8.0,5.0,129.3,45.0,-108.0,-2.4,1.0,1,,,,,,,,,,,,,,,62.25,,,,,,,,,,,,,,,,,,
Corey Robinson,Troy,Sun Belt,12.0,294.75,455.75,64.9,3369.25,7.425000000000001,7.15,20.25,12.0,136.625,37.5,-84.0,-2.3,0.75,4,-0.3333333333333333,-12.0,-28.0,1.3666666666666671,-169.0,0.06666666666666643,0.13333333333333316,-2.6666666666666665,-2.0,1.8000000000000018,-4.333333333333333,-3.6666666666666665,-0.3666666666666667,0.0,64.0,2015,Corey Robinson,OT,22.0,7.0,South Carolina,79,324,5.34,,28.0,,,,Detroit Lions ,7.0,240.0,2015.0
Geno Smith,West Virginia,Big East,13.0,318.6666666666667,472.0,67.26666666666667,3784.3333333333335,7.933333333333334,8.666666666666666,32.333333333333336,6.666666666666667,153.73333333333332,76.0,111.66666666666667,1.2333333333333332,1.3333333333333333,3,0.0,64.0,73.0,3.200000000000003,721.0,0.34999999999999964,0.6499999999999995,9.0,-0.5,9.600000000000009,-20.0,-33.0,0.1499999999999999,0.0,68.16666666666667,2013,Geno Smith,QB,22.0,16.0,West Virginia,74,218,4.58,33.5,,124.0,,,New York Jets ,2.0,39.0,2013.0
Tino Sunseri,Pitt,Big East,13.0,242.0,374.6666666666667,64.6,2825.3333333333335,7.533333333333334,7.433333333333333,15.666666666666666,7.666666666666667,137.53333333333333,91.66666666666667,1.0,-0.06666666666666658,2.3333333333333335,3,0.0,16.5,23.5,0.29999999999999716,358.0,0.5,0.9499999999999997,2.5,-3.0,7.25,7.5,-149.5,-2.4,-0.5,,,,,,,,,,,,,,,,,,,
Alex Carder,Western Michigan,MAC,12.0,309.5,480.0,64.4,3603.5,7.5,7.550000000000001,30.5,13.0,142.95,118.5,248.0,2.1,5.0,2,0.0,41.0,44.0,2.6000000000000014,539.0,0.40000000000000036,0.2999999999999998,1.0,2.0,4.700000000000017,19.0,44.0,0.0,-2.0,,,,,,,,,,,,,,,,,,,
Chas Dodd,Rutgers,Big East,11.0,123.0,223.0,55.2,1637.0,7.3,6.9,11.0,7.0,126.8,62.0,-253.0,-4.1,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Radcliff,Central Michigan,MAC,12.333333333333334,260.3333333333333,442.0,58.9,3269.0,7.433333333333334,7.0,21.666666666666668,14.0,131.20000000000002,41.666666666666664,-66.66666666666667,-1.6333333333333335,0.3333333333333333,3,0.5,-20.0,-29.5,-0.5,-97.5,0.2999999999999998,0.8000000000000003,3.0,-4.0,6.600000000000001,-18.5,33.5,0.19999999999999996,-1.0,,,,,,,,,,,,,,,,,,,
Bryan Ellis,UAB,CUSA,11.0,231.0,411.0,56.2,2940.0,7.2,7.1,25.0,12.0,130.5,25.0,29.0,1.2,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Aplin,Arkansas State,Sun Belt,12.666666666666666,277.3333333333333,430.6666666666667,64.46666666666667,3289.6666666666665,7.633333333333333,7.6000000000000005,21.333333333333332,10.333333333333334,140.49999999999997,134.33333333333334,501.0,3.8000000000000003,9.0,3,0.5,12.0,-2.0,3.25,201.5,0.49999999999999956,1.0,1.5,-3.5,10.75,-17.0,-19.5,0.3500000000000001,-2.5,,,,,,,,,,,,,,,,,,,
Danny O'Brien,Maryland,ACC,11.0,171.0,301.5,56.7,2043.0,6.7,6.25,14.5,9.0,122.05,32.0,4.5,0.09999999999999998,1.5,2,-4.0,-42.0,-71.0,-0.6000000000000014,-790.0,-1.0,-2.5,-15.0,2.0,-24.900000000000006,2.0,105.0,3.2,1.0,,,,,,,,,,,,,,,,,,,
Ryan Williams,Memphis,CUSA,12.0,165.0,290.0,56.9,2075.0,7.2,6.5,13.0,10.0,124.9,48.0,-174.0,-3.6,0.0,1,,,,,,,,,,,,,,,73.0,2011,Ryan Williams,RB,20.0,1.0,Virginia Tech,69,212,4.59,40.0,19.0,123.0,6.96,4.18,Arizona Cardinals ,2.0,38.0,2011.0
Alex Gillett,Eastern Michigan,MAC,12.0,118.0,213.5,55.3,1568.5,7.35,6.550000000000001,13.5,10.0,128.9,174.0,751.0,4.35,4.0,2,0.0,-18.0,-31.0,-0.3999999999999986,-129.0,0.5,1.7000000000000002,1.0,-6.0,12.399999999999991,-10.0,-30.0,0.10000000000000053,-2.0,,,,,,,,,,,,,,,,,,,
